,count,title,composer,event,specification,grade,average std dev above mean,average uil score,average score above expected
931-3-21203,6,"Tutto lo di mi dici, ""Canta""",di Lasso,Mixed Chorus,(Italian) (a cappella),3,-0.28988693199597804,1.445,-0.0379557428872496
931-1-21008,6,A Scottish Lullaby,Anon. or Trad.,Mixed Chorus,(SAB) (accomp),1,-0.514434554479392,2.2216666666666667,-0.5740774960607363
931-4-21552,6,Basket,Effinger,Mixed Chorus,(SATB divisi) (oboe) (accomp),4,-0.5029513679419952,1.2216666666666667,0.38387945807961793
935-2-27823,6,Jubilate Deo,Miller,Treble Chorus,(accomp),2,0.022701879210193066,1.2216666666666667,0.09771180170181282
931-4-31995,6,"Come Away, Sweet Love",Greaves,Mixed Chorus,(SSATB) (a cappella),4,-0.2094329894333098,1.165,0.22761902744569232
931-5-27568,6,The Heavens Are Telling the Glory Of God,Haydn,Mixed Chorus,"(sop, tenor, bass soli) (accomp)",5,-0.30266884187815957,1.2783333333333333,0.20058600484272368
933-2-27729,6,It Takes a Worried Man,Anon. or Trad.,Tenor-Bass Chorus,(TTB changing) (accomp),2,-0.517866931328461,1.055,0.5370088350467043
935-2-31076,6,"From Three Madrigals:  O Mistress Mine, Where are You Roaming?",Diemer,Treble Chorus,(SA) (accomp),2,-0.2393486991434377,1.3333333333333333,0.10992118683356515
931-6-21931,6,"O, Clap Your Hands",Vaughan Williams,Mixed Chorus,"(brass; or, organ & brass) (accomp)",6,-0.428288894583007,1.0,0.5269646820757757
931-4-29578,6,Be Thou My Vision,Anon. or Trad.,Mixed Chorus,(piano & horn) (accomp),4,-0.402846684035876,1.7233333333333334,-0.2160225081468525
935-1-22499,6,Come and Sing Together,Anon. or Trad.,Treble Chorus,(2 part) (a cappella),1,-0.1083234099666226,1.2766666666666666,0.1046498276010223
931-2-21105,6,Ahrirang,de Cormier,Mixed Chorus,(accomp),2,-0.1083234099666226,1.5566666666666666,-0.17535017239897766
933-3-29497,6,"Come to Me, O My Love",Petker,Tenor-Bass Chorus,(TBB) (accomp),3,0.022701879210192955,1.532,-0.21262153163152053
935-2-30414,6,Windy Nights,Aamot,Treble Chorus,(SA) (accomp),2,-0.06414046187609945,1.1666666666666667,0.1688455417228897
935-6-23232,6,Beatus Vir,Vivaldi,Treble Chorus,(Latin) (SSAA w/ treble soli) (w/ inst) (accomp),6,-0.48006053246482683,1.1116666666666666,0.42115038701562185
933-4-30380,6,Sing to the Lord,Basler,Tenor-Bass Chorus,(TTBB)(hn) (accomp),4,-0.2764889794894021,1.3333333333333333,0.09921440526367391
931-1-21018,6,Sing a Song to the Lord,Kirk,Mixed Chorus,"(w/ finger cymbals, tambourine) (accomp)",1,-0.44839025075960826,2.055,-0.5076505808591292
931-3-23234,6,If Thou But Suffer God to Guide Thee,Neumark,Mixed Chorus,(keyboard & vocal obligato) (accomp),3,-0.30006561149267674,1.055,0.44557191353252773
935-5-23116,6,Como Tu,Grau,Treble Chorus,(Spanish) (SSSSAAAA) (a cappella),5,-0.5248058270661711,1.2216666666666667,0.40859174871640747
931-3-21280,6,Whatever God Ordains is Right,Bach,Mixed Chorus,(SAB) (keyboard) (accomp),3,-0.17472513080178054,1.3316666666666668,0.03477598165833218
931-3-21291,6,Pie Jesu,Cherubini,Mixed Chorus,(Latin) (accomp),3,-0.35993684688429917,1.8333333333333333,-0.37261792911125785
935-6-27998,6,Vier Lieder aus dem Jungbrunnen,Brahms,Treble Chorus,(SSA) (German) (a cappella) (sing all) (a cappella),6,-0.4029347175526219,1.0,0.48310165098493646
935-2-36799,6,Nanuma,Ghanian Folksong,Treble Chorus,(SSA) (opt. percussion) (a cappella),2,0.022701879210193066,1.2216666666666667,0.09771180170181282
931-2-21042,6,Early One Morning,Anon. or Trad.,Mixed Chorus,(POP) (a cappella),2,-0.2393486991434377,1.7216666666666667,-0.2784121464997682
935-4-22972,6,Ave Maria,Kodaly,Treble Chorus,(Latin) (a cappella),4,-0.32550042375506094,1.3333333333333333,0.09590597365096547
933-2-35241,6,Eldorado,Franklin,Tenor-Bass Chorus,(TB) (accomp),2,0.022701879210193066,1.2783333333333333,0.041045135035146174
935-1-29412,6,Path to the Moon,Thiman,Treble Chorus,(unison) (accomp),1,0.022701879210193066,1.2216666666666667,0.09771180170181282
935-5-33345,6,There Will Come Soft Rains,Memley,Treble Chorus,(SSAA)(with oboe) (accomp),5,0.022701879210193066,1.1666666666666667,0.15271180170181284
933-2-29539,6,She's Like the Swallow,Anon. or Trad.,Tenor-Bass Chorus,(TB) (accomp),2,-0.06464831357435075,1.9983333333333333,-0.6376628476987142
931-4-29367,6,"Alleluia, Alleluia!",Pergolesi,Mixed Chorus,(SSATB) (piano or organ) (accomp),4,-0.4349907918984621,1.4983333333333333,0.021077685964056903
931-3-21114,6,Happy We!,Handel,Mixed Chorus,(accomp),3,-0.32550042375506094,1.2216666666666667,0.20757264031763212
931-2-36756,6,"Dixit Dominus from Dixit Dominus, RV 595",Vivaldi,Mixed Chorus,(3 part mixed) (accomp),2,0.022701879210193066,1.555,-0.23562153163152053
935-3-28778,6,Barbara Allen,Thomas,Treble Chorus,(SSA) (piano & flute) (accomp),3,-0.4287335282943505,1.1666666666666667,0.3104305511640499
935-2-22519,6,O Gotteslam (Oh Lamb of God),Mozart,Treble Chorus,(German or English) (unison) (accomp),2,-0.418315936092039,1.6666666666666667,-0.14374153783974944
931-2-21129,6,"Alleluia, Sing With High Delight",Mozart,Mixed Chorus,(2 part mixed) (accomp),2,0.10947152578901598,1.61,-0.35606247943325425
931-4-30330,6,Prayer,Clausen,Mixed Chorus,(SATB div) (a cappella),4,-0.3797120017278284,1.5,-0.018681923522595456
931-2-29253,6,Alleluia Jubilatio,Gilpin,Mixed Chorus,(3 part mixed) (accomp),2,-0.22637044943903195,1.445,-0.06195572225971676
935-3-22901,6,So wahr die Sonne scheinet,Schumann,Treble Chorus,(German) (SA) (accomp),3,-0.13952810835273977,1.1116666666666666,0.2552438710525397
935-3-22751,6,The Ride-by-Nights,Britten,Treble Chorus,(pub separately) (accomp),3,-0.47749492623937506,1.8883333333333334,-0.3314997705029972
933-1-21972,6,"She's Gone, Let Her Go",Anon. or Trad.,Tenor-Bass Chorus,(TTB) (a cappella),1,0.022701879210193066,1.2783333333333333,0.041045135035146174
931-5-21729,6,"Now, Shout!",Kemner,Mixed Chorus,(SATB divisi) (a cappella),5,-0.5127569732981112,1.0,0.5887630122711939
931-3-21162,6,Lullay My Liking,Holst,Mixed Chorus,(also pub separately) (a cappella),3,-0.3693725480466217,1.945,-0.48833982536206094
933-3-29567,6,Fa una canzona,Vecchi,Tenor-Bass Chorus,(TTBB) (a cappella),3,-0.28988693199597804,1.5566666666666666,-0.14962240955391626
931-3-21309,6,Declare His Honor,Handel,Mixed Chorus,(SAB) (keyboard) or (w/ inst) (accomp),3,-0.44336332847986526,1.7216666666666667,-0.1925587654928793
935-5-23183,6,Hymn to the Dawn,Holst,Treble Chorus,(piano or harp) (accomp),5,-0.3195648417952137,1.1666666666666667,0.2588734653390407
935-1-27824,6,Kyrie,Miller,Treble Chorus,(accomp),1,0.022701879210193066,1.7783333333333333,-0.4589548649648538
933-2-31837,6,A Festive Alleluia,Lightfoot,Tenor-Bass Chorus,(accomp),2,-0.2393486991434377,1.4433333333333334,-7.881316643487679e-05
931-5-34510,6,Kalinda,Guillaume,Mixed Chorus,(a cappella),5,0.022701879210193066,1.2216666666666667,0.09771180170181282
933-4-22283,6,Bound To The Wave,Moore,Tenor-Bass Chorus,(TTBB w/ bass solo) (a cappella),4,-0.43736072454098296,1.7233333333333334,-0.20875339578516164
935-3-29547,6,Pie jesu,Lightfoot,Treble Chorus,(SSA) (accomp),3,-0.03533183795068262,1.5,-0.1623113918622173
933-3-27759,6,O Mistress Mine,Ginsberg,Tenor-Bass Chorus,(TTB divisi) (accomp),3,-0.32550042375506094,1.5,-0.0707606930157012
931-3-35308,6,Grant Us Peace,Tippette,Mixed Chorus,(SATB) (a cappella),3,-0.456137120882949,1.6116666666666666,-0.09856311057592197
935-4-35417,6,Skye Boat Song,Traditional Scottish Folk Song,Treble Chorus,(SSA) (opt percussion) (a cappella),4,0.022701879210193066,1.055,0.2643784683684795
931-2-21076,6,And the Green Grass Grew,Moore,Mixed Chorus,(SAB) (a cappella),2,-0.1083234099666226,1.6666666666666667,-0.2853501723989777
935-1-35357,6,Cangoma,Beery & Dekaney,Treble Chorus,(2 part) (opt 3rd part) (opt percussion) (accomp),1,0.1268254551047806,1.11,0.13084933100639903
935-1-30832,6,Laudamus Te,Mozart,Treble Chorus,(Unison) (flt opt) (accomp),1,-0.5321189625304916,1.2783333333333333,0.3397625570776257
935-5-27973,6,Ave Maria,Daley,Treble Chorus,(a cappella),5,-0.3076936778755195,1.3883333333333334,0.029808448715191244
933-2-27732,5,When the Saints Go Marching In,Anon. or Trad.,Tenor-Bass Chorus,(TTB changing voices) (accomp),2,-0.5285820809202717,1.998,-0.3740054535500467
935-2-22684,5,Wind of the Western Sea,Ellingboe,Treble Chorus,(SSA) (accomp),2,-0.33367432726458013,1.402,0.05685060134237254
935-2-29467,5,Skye Boat Song,Anon. or Trad.,Treble Chorus,(SSA) (accomp),2,-0.0821183521312594,1.266,0.10292888908784707
931-3-21352,5,Gloria in Excelsis,Vivaldi,Mixed Chorus,(accomp),3,0.022701879210192955,1.798,-0.47862153163152055
931-4-21441,5,Reflection,Bright,Mixed Chorus,(SSATB) (a cappella),4,0.022701879210192955,1.334,-0.01462153163152049
935-2-22714,5,Spring Song,Paulus,Treble Chorus,(2 part) (accomp),2,-0.38204386152297043,1.198,0.2917073688534245
933-2-35248,5,Battle Above the Clouds,Courtney,Tenor-Bass Chorus,(TB) (opt violin) (accomp),2,0.022701879210192955,1.266,0.05337846836847948
931-4-29359,5,Vamuvamba,Anon. or Trad.,Mixed Chorus,(SATB) (a cappella),4,-0.09575432679699114,1.2,0.14761697634239113
935-1-34534,5,I Want to Rise,Weston,Treble Chorus,(accomp),1,0.022701879210192955,1.334,-0.01462153163152049
931-5-21743,5,Andenken,Mendelssohn,Mixed Chorus,(German) (a cappella),5,-0.45832935012759846,1.466,0.07390641500970792
931-4-21535,5,All for Love,Young,Mixed Chorus,(SATB div) (a cappella),4,-0.5150165250880545,1.866,-0.27920857602614674
931-5-21759,5,Sicut cervus/Sitivit anima mea,Palestrina,Mixed Chorus,(Latin) (sing one) (a cappella),5,-0.2970096303477945,1.066,0.34548326708706006
933-4-22293,5,"Holy, Holy, Holy",Schubert,Tenor-Bass Chorus,(a cappella),4,-0.2898869319959778,1.2,0.20704425711275037
931-3-29316,5,Kyrie,Schubert,Mixed Chorus,(w/o piano) (accomp),3,-0.347338572971291,1.2,0.24972546354033187
933-1-21975,5,I Walk by the Sea,DeWitt,Tenor-Bass Chorus,(a cappella),1,-0.13452846780198557,1.1320000000000001,0.26170409944753087
931-4-27594,5,"Johnny, I Hardly Knew Ye",Anon. or Trad.,Mixed Chorus,(SATBB) (a cappella),4,-0.514434554479392,2.402,-0.7544108293940696
931-5-36772,5,Alleluia,Hagenberg,Mixed Chorus,(SATB) (a cappella),5,0.022701879210192955,1.2,0.1193784683684795
931-5-21736,5,Crucifixus,Lotti,Mixed Chorus,(Latin) (SATB divisi) (a cappella),5,-0.41684650635538545,1.066,0.43396600489666853
935-2-22696,5,Praise the King,Handel,Treble Chorus,(2 part) (accomp),2,-0.3112550270514276,1.4,0.02036128703567943
931-2-35284,5,Siyahamba,Traditional,Mixed Chorus,(3 part mixed) (percussion required) (a cappella),2,0.022701879210192955,1.466,-0.14662153163152053
933-3-22222,5,The British Grenadiers,Anon. or Trad.,Tenor-Bass Chorus,(TTB) (accomp),3,-0.5321189625304916,1.734,-0.11590410958904096
933-2-21998,5,The Colorado Trail,Anon. or Trad.,Tenor-Bass Chorus,(TTB) (accomp),2,0.022701879210192955,1.532,-0.21262153163152053
931-2-21130,5,Due Pupille Amabili,Mozart,Mixed Chorus,"(Italian) (SAB) (3 clarinets, no piano) (accomp)",2,-0.4075811737665105,2.0,-0.4753211727401595
933-3-29489,5,Chickens in the Garden,Hatfield,Tenor-Bass Chorus,(TBB) (a cappella),3,0.022701879210192955,1.266,0.05337846836847948
935-2-22689,5,I Have Touched the Face of God,Goemanne,Treble Chorus,(2 part) (solos opt) (accomp),2,0.022701879210192955,1.134,0.18537846836847952
933-1-21961,5,She Wore a Yellow Ribbon,Anon. or Trad.,Tenor-Bass Chorus,(TBB) (accomp),1,-0.5129570989786134,1.8,-0.17986037469061097
933-3-35261,5,Benedicamus Domino,Juneau,Tenor-Bass Chorus,(TB) (divisi) (accomp),3,0.10600073992586301,1.2,0.056555158478815135
935-2-35371,5,Gute Nacht (Good Night),Traditional German,Treble Chorus,(2 part) (opt handchimes or Orff Bells) (opt string bass) (accomp),2,0.10600073992586301,1.1320000000000001,0.12455515847881511
931-5-21713,5,Cantate Sing to the Lord,Goemanne,Mixed Chorus,(SSATB) (a cappella),5,-0.2393486991434377,1.134,0.30925452016689847
933-3-22155,5,The Miller of Dee,Anon. or Trad.,Tenor-Bass Chorus,(TB) (accomp),3,-0.41260357546113613,1.334,0.20870017278391026
931-3-21239,5,Kaung'a Yachee,Mganga,Mixed Chorus,(opt percussion) (a cappella),3,-0.5107409157274454,2.0,-0.4210346926354232
931-4-21586,5,"A Red, Red Rose",Mulholland,Mixed Chorus,(accomp),4,0.022701879210192955,1.6,-0.2806215316315205
933-3-22168,5,"Lady, Lovely Art Thine Eyes",Anon. or Trad.,Tenor-Bass Chorus,(TBB) (a cappella),3,-0.4055298122406963,1.134,0.42049748486189886
935-3-36809,5,Cool Moon,Williamson,Treble Chorus,(SSA) (opt. piano) (a cappella),3,0.022701879210192955,1.0,0.3193784683684795
931-2-34480,5,Psallite!,Lightfoot,Mixed Chorus,(accomp),2,0.022701879210192955,1.668,-0.3486215316315205
935-4-36813,5,Cantate Domino,Hayes,Treble Chorus,(SSA) (accomp),4,0.022701879210192955,1.532,-0.21262153163152053
935-2-22630,5,Tanzen und Springen,Hassler,Treble Chorus,(German) (SSA) (w/ inst) (accomp),2,-0.3797120017278286,1.666,-0.18468192352259546
931-4-21537,5,Lovesight,Young,Mixed Chorus,(SATB div) (a cappella),4,-0.48749004392907924,1.666,-0.05166504821977473
935-3-22810,5,Joyfully Sing!,Spevacek,Treble Chorus,(a cappella),3,0.022701879210192955,1.534,-0.21462153163152048
931-2-35296,5,Wild Mountain Thyme,Traditional Scottish Folk Song,Mixed Chorus,(3 part mixed) (opt flute) (accomp),2,0.022701879210192955,1.8,-0.4806215316315205
935-5-27966,5,To Be Sung on the Water,Barber,Treble Chorus,(w/ or w/o accomp) (a cappella),5,-0.2970096303477945,1.4,0.011483267087060068
931-5-29371,5,"Ring Out, Wild Bells",Nelson,Mixed Chorus,(SATB) (handbells & percussion) (accomp),5,-0.39473423681040587,1.4,0.09801747632810187
931-4-21474,5,Si le Coucou en ce Mois,Janequin,Mixed Chorus,(French) (a cappella),4,-0.2393486991434377,1.134,0.30925452016689847
933-2-31058,5,Kyrie Eleison,Davison,Tenor-Bass Chorus,(TB) (accomp),2,-0.18693858347271175,1.468,-0.04952069019278529
935-4-22964,5,If It Be Love,Hilton,Treble Chorus,(w/o recorder) (a cappella),4,-0.5215083176998319,1.8679999999999999,-0.2322081414720581
933-2-22088,5,"On the Deep, Blue Sea",Donnelly,Tenor-Bass Chorus,(accomp),2,0.022701879210192955,1.066,0.2533784683684795
933-2-22048,5,Sing to the Lord,Crocker,Tenor-Bass Chorus,(a cappella),2,0.022701879210192955,1.466,-0.14662153163152053
931-5-29327,5,I Am Not Yours,Stroope,Mixed Chorus,(SSATB) (a cappella),5,-0.31837772540324427,1.466,-0.0411997029900109
933-4-27791,5,N' kosi Sikelell Afrika,Sontonga,Tenor-Bass Chorus,(a cappella),4,-0.5172327083392225,1.0,0.6279657419186654
931-3-21222,5,"Kyrie Eleison from ""Missa Secunda""",Hassler,Mixed Chorus,(Latin) (a cappella),3,-0.2898869319959778,1.066,0.3410442571127504
935-4-22996,5,Rock My Soul,Anon. or Trad.,Treble Chorus,(SSAA) (a cappella),4,-0.30413232869961115,1.198,0.2179222770613697
933-4-35269,5,Hosanna,Wright,Tenor-Bass Chorus,(TTBB) (accomp),4,0.06435130956802804,1.198,0.08996681342364728
931-4-21516,5,"Begin, My Soul",Anon. or Trad.,Mixed Chorus,(SAATB) (a cappella),4,-0.16485140751350968,1.066,0.305977941615042
933-5-30391,5,The Silent Land,Childs,Tenor-Bass Chorus,(TTBB) (a cappella),5,-0.11010938236647516,1.1320000000000001,0.22748940186617875
933-4-22247,5,De Animals A-Comin',Anon. or Trad.,Tenor-Bass Chorus,(a cappella),4,0.022701879210192955,1.066,0.2533784683684795
931-4-30801,5,On Some Solemn Shore,Ramsey,Mixed Chorus,(SATB) (accomp),4,0.022701879210192955,1.134,0.18537846836847952
935-4-29277,5,Minnelied,Brahms,Treble Chorus,(SSA) (a cappella only) (a cappella),4,-0.44094075255344034,1.268,0.22410508922670186
935-4-33339,5,Waldesnacht,Brahms,Treble Chorus,(SSA)(accomp or accapella),4,-0.22736916975474375,1.2,0.1895110993638962
935-1-27810,5,The Arrow and the Song,Beery,Treble Chorus,(opt c inst) (accomp),1,0.022701879210192955,1.532,-0.21262153163152053
931-3-35312,5,Why Does the Willow Weep?,Schram,Mixed Chorus,(3 part mixed) (accomp),3,0.022701879210192955,1.1320000000000001,0.18737846836847946
935-2-35378,5,Tecolote,New Mexico Folk Song,Treble Chorus,(SA) (accomp),2,0.022701879210192955,1.266,0.05337846836847948
935-4-27960,5,John Saw Duh Numbuh,Anon. or Trad.,Treble Chorus,(SSAA) (accomp),4,-0.5207695899494424,1.266,0.3560670858796712
935-3-36807,5,Boats Sail on the Rivers,Patterson,Treble Chorus,(SSA) (accomp),3,-0.4493801492022085,1.666,-0.17933119999999989
931-3-21246,5,O Domine Jesu Christe,Palestrina,Mixed Chorus,(Latin) (a cappella),3,-0.30827007883273616,1.2,0.23204234962081874
933-4-30379,5,Dans Les Chantiers,Anon. or Trad.,Tenor-Bass Chorus,(TBB) (accomp),4,0.022701879210192955,1.134,0.18537846836847952
935-5-33298,5,Las Amarillas,Traditional Mexican Melody,Treble Chorus,(SSA) (a cappella),5,0.022701879210192955,1.0,0.3193784683684795
935-5-36817,5,Cry Out and Shout,Nystedt,Treble Chorus,(SSAA) (a cappella),5,0.022701879210192955,1.1320000000000001,0.18737846836847946
935-3-22908,5,Heaven-Haven,Wagner,Treble Chorus,(accomp),3,-0.0821183521312594,1.066,0.3029288890878471
935-3-22842,5,Gloria Festiva,Crocker,Treble Chorus,(Latin) (accomp),3,0.022701879210192955,1.066,0.2533784683684795
935-3-36804,5,And So I Sing,Jones,Treble Chorus,(SSA) (opt. violin) (accomp),3,0.022701879210192955,1.666,-0.34662153163152054
933-2-27723,5,Poor Wayfaring Stranger,Anon. or Trad.,Tenor-Bass Chorus,(accomp),2,-0.2393486991434377,1.2,0.24325452016689847
931-3-34483,5,Exultate Justi,Davison,Mixed Chorus,(SA(T)B) (accomp),3,0.022701879210192955,1.534,-0.21462153163152048
931-6-21918,5,Missa Brevis in D,Pachelbel,Mixed Chorus,(Latin) (keyboard; continuo opt) (accomp),6,-0.5455483722397294,1.268,0.32759690493736177
931-6-21920,5,Magnificat,Pergolesi,Mixed Chorus,(Latin) (strings & continuo) (accomp),6,-0.4861966091173504,1.266,0.2760467044187461
931-5-29382,5,O Sing Joyfully,Batten,Mixed Chorus,(SATB) (a cappella),5,-0.21726152318423564,1.0,0.3967531519747258
931-2-27494,5,"Come Again, Sweet Love",Printz,Mixed Chorus,(SAB) (a cappella),2,0.022701879210192955,1.4,-0.0806215316315205
933-3-22220,5,Annie Laurie,Anon. or Trad.,Tenor-Bass Chorus,(TTB) (accomp),3,-0.2970096303477945,1.268,0.1434832670870601
933-3-22198,5,Ave Verum,Faure,Tenor-Bass Chorus,(Latin) (TB) (keyboard) (accomp),3,-0.38884867908282006,1.798,-0.29629325171636517
935-5-30448,5,I Thank You God,Walker,Treble Chorus,(SSA) (accomp),5,0.022701879210192955,1.0,0.3193784683684795
935-2-29476,5,"Stars, Songs, Faces",Page,Treble Chorus,(SA) (accomp),2,0.022701879210192955,1.332,-0.012621531631520532
935-5-23214,4,Orpheus With His Lute,Vaughan Williams,Treble Chorus,(oboe & vlc opt) (accomp),5,-0.516085427428207,1.3325,0.2562479531261724
933-3-22212,4,The Ghost Ship,Perry,Tenor-Bass Chorus,(TBB) (accomp),3,-0.5668700753099365,1.0825,0.5043414481897628
935-4-30441,4,Les Roses d'Ispahan,Faure,Treble Chorus,(SSA) (accomp),4,-0.2898869319959778,1.0,0.4070442571127504
931-5-29385,4,Ascendit Deus,Philips,Mixed Chorus,(SSATB) (w/o piano) (a cappella),5,-0.3654138422747091,1.25,0.1995746731697261
935-5-27983,4,Didn' My Lord Deliver Daniel?,Anon. or Trad.,Treble Chorus,(a cappella),5,-0.5321189625304916,2.585,-0.9669041095890409
933-2-22054,4,The River,DeWitt,Tenor-Bass Chorus,(TBB) (a cappella),2,-0.31659705081529,1.0,0.4236905445164117
931-3-35324,4,Non Nobis Domine,Burrows,Mixed Chorus,(SATB) (accomp),3,-0.3874402864786346,2.0,-0.5420459465078505
933-2-22016,4,"Lovely Maid, My Angel",Brahms,Tenor-Bass Chorus,(TBB) (English) (accomp),2,-0.4110029472632346,1.1675,0.3450700737618547
931-5-29372,4,Alleluia,Manuel,Mixed Chorus,(SATB) (a cappella),5,-0.3255004237550607,1.0,0.4292393069842988
931-5-27615,4,Alleluia (from Songs of Faith),Basler,Mixed Chorus,"(SATB divisi) (piano, horn & percussion) (accomp)",5,-0.3255004237550607,1.1675,0.2617393069842988
931-4-29361,4,"Come, O Thou Traveler Unknown",Young,Mixed Chorus,(SATB div) (opt flute/oboe) (a cappella),4,-0.4775044759154685,1.5825,-0.0099894669674912
931-2-21095,4,In Pride of May,Weelkes,Mixed Chorus,(SSATB) (a cappella),2,-0.3255004237550607,1.0825,0.3467393069842988
935-4-30854,4,Fare Ye Weel,Anon. or Trad.,Treble Chorus,(SSA) (accomp),4,-0.2898869319959778,1.6675,-0.2604557428872496
935-1-22500,4,Summer Is A-Coming In,Anon. or Trad.,Treble Chorus,(English) (4 part) (a cappella),1,-0.41990632020300533,1.8325,-0.3143811637702582
933-4-22323,4,Mary Ann,Anon. or Trad.,Tenor-Bass Chorus,"(opt tenor, bass soli or ensemble) (accomp)",4,-0.47403299483335104,1.5825,-0.05240274400833633
